poi_name,latitude,longitude,address,poi_type
Shi He Yuan New Beijing Cuisine (The MixC World Alley Branch),22.542419,113.956346,,poi
Shigonghui Seafood Restaurant (Yantian Branch),22.586039,114.279126,,poi
Shiyan Wetland Park,22.685293,113.928046,,attraction
Shuiwei 1368 Cultural Block,22.525026,114.068378,,attraction
Shun Yi Shunde Hometown Cuisine · Banquet Hall (Central Business Building Branch),22.536933,114.052731,,poi
Shunde Gong Pork Stomach Chicken (Chegongmiao Main Branch),22.533397,114.026383,,poi
Si Hai Yi Jia Buffet (Yitian Holiday Plaza Branch),22.537681,113.975888,,poi
Si Ji Ye Lin Coconut Chicken (Futian Royal Plaza Branch),22.533080,114.060269,,poi
Sihai Park,22.501741,113.933434,,attraction
Sky Art Museum,22.547709,114.057131,,attraction
Song Ge Braised Prawns (Huanggang No.1 Branch),22.524799,114.062353,,poi
Songge Braised Prawns (Coastal City Branch),22.516903,113.938868,,poi
Splendid China - Ethnic Minority Dwellings,22.537034,113.997790,,attraction
Splendid China - Mogao Caves,22.537500,113.996224,,attraction
Splendid China Folk Village,22.539142,113.997118,,attraction
Star Height Dream Water World,22.637461,114.075476,,attraction
Star River Development Center Building - Fitness Center,22.539036,114.067965,,attraction
StarField · Coconut Grove Beach,22.527999,113.996001,,attraction
Steak House (Lv Jing NEO Branch),22.535946,114.029762,,poi
Super Deck Seafood Buffet (Guanlan Branch),22.721995,114.075198,,poi
Sushi Dai (Futian Branch),22.531921,114.065901,,poi
Sushi Ichi Japanese Cuisine (China Resources Branch),22.539286,114.068877,,poi
Sushi Man (Futian Branch),22.533358,114.064223,,poi
Suspended Glass Art Museum,22.551689,114.124899,,attraction
Taishan Lao Eel Rice (Shuiwei Branch),22.519898,114.063007,,poi
Tan Chu Zhongshan Family Cuisine (Baihe Branch),22.598531,114.120973,,poi
Tan Lu (Huaqiangbei Maoye Branch),22.545517,114.086392,,poi
Tang Gong Yi Hao (Xiangmi Lake Branch),22.535905,114.019441,,poi
Tang Palace (Cai De Branch),22.543693,114.068553,,poi
Tang Palace (Dongmen Branch),22.545748,114.116888,,poi
Tangbenjia · Second Generation · Tonkatsu (Coastal City Branch),22.518071,113.936152,,poi
Tanglang Mountain Country Park,22.578138,114.000656,,attraction
Tanglang Mountain Park,22.577731,113.999693,,attraction
Tanyu · Fresh Green Pepper Numbing Grilled Fish (The MixC Branch),22.540008,114.110385,,poi
Tao Tao Ju Restaurant (Coastal City Branch),22.517714,113.935270,,poi
Tao Yuan Restaurant (Jin Guang Hua Plaza Branch),22.539645,114.120131,,poi
Taojin Mountain Greenway,22.593531,114.152950,,attraction
Tempura Zenbei,22.544576,113.987332,,poi
Terrace Thai Cuisine · Live Music,22.483627,113.915475,,poi
Thai Xiang Mi Thai Restaurant (One Avenue Branch),22.536122,114.066275,,poi
Thai Xiang Mi Thai Restaurant (One Avenue Branch),22.536122,114.066275,,restaurant
The Four Seasons Hotel Shenzhen · MATSUYI,22.533278,114.058098,,poi
The Four Seasons Hotel Shenzhen · Zhuo Yue Xuan,22.533543,114.057951,,poi
The M Aged Steakhouse (Intown Branch),22.535600,114.066468,,poi
The Ritz-Carlton Shenzhen · ONYX Lobby Lounge,22.533068,114.061508,,poi
The Ritz-Carlton Shenzhen · PALETTO Italian Restaurant,22.533053,114.061553,,poi
The Ritz-Carlton Shenzhen · Starlight Chinese Restaurant,22.533108,114.061508,,poi
The St. Regis Hotel · Social Show Restaurant · Cloud Buffet · Overlooking the Bay Area,22.543009,114.106588,,poi
The Westin Shenzhen Yitian Hotel · Chinese Element Chinese Restaurant,22.537550,113.974499,,poi
Tian Bao Brothers Hunan Cuisine & Crayfish (Meilin Direct Branch),22.566304,114.064977,,poi
Tian Gong OnlyYou · Cloud Private Banquet,22.543184,114.106920,,poi
Tian Tian Yu Gang · Banquet Hall (Futian Branch),22.542965,114.091259,,poi
Tianhe Hotel (Shenzhen Bao'an Airport Branch),22.638995,113.826829,,hotel
Tianhou Museum,22.484396,113.898904,,attraction
Tianya Haijiao,22.535314,113.998475,,attraction
Tiezai Mountain Park,22.600843,113.866715,,attraction
Time-Honored Shekou Deji Roast Meat Restaurant,22.486812,113.928291,,poi
Ting Yue Restaurant (OCT Branch),22.535306,113.985036,,poi
Tingbo Hotel (Shenzhen Bao'an Airport Gushu Metro Station Branch),22.604176,113.835692,,hotel
Tomorrow Hotel (Shenzhen Bao'an International Airport Huangtian Metro Station Branch),22.624025,113.849305,,hotel
Tongren Siji Coconut Chicken (Nanshan LOFT Branch),22.533779,113.922726,,poi
Tsui Lam Hong Kong Dim Sum (Coastal City Branch),22.517236,113.935494,,poi
Tu Hao Jin Bamboo Steamed Oysters · BBQ (Baishizhou Branch),22.537470,113.967077,,poi
Twenty-Four Histories Academy,22.667374,114.107486,,attraction
Universiade Center Stadium,22.703088,114.224436,,attraction
V-club Restaurant · Birthday · Party · Bar,22.536594,113.977160,,poi
Venus Royal Hotel (Shenzhen International Convention and Exhibition Center Haishang Tianyuan Branch),22.741572,113.787062,,hotel
Vienna Good Sleep International Hotel (Shenzhen New Airport Flagship Store),22.622796,113.836519,,hotel
Vienna Good Sleep International Hotel (Shenzhen University Town Tanglang Metro Station Branch),22.585924,113.993138,,hotel
Vienna Hotel (Shenzhen International Convention and Exhibition Center Fuyong Fenghuangshan Branch),22.683999,113.846024,,hotel
Vienna Hotel (Shenzhen International Convention and Exhibition Center Fuyong Xintian Branch),22.687898,113.830580,,hotel
Vienna Hotel (Shenzhen Nanshan Science and Technology Park Branch),22.544912,113.950955,,hotel
Vienna International Hotel (Shenzhen Baolong Metro Station Branch),22.695312,114.290971,,hotel
Vienna International Hotel (Shenzhen International Convention and Exhibition Center Ma'anshan Metro Station Branch),22.716198,113.807795,,hotel
Vienna International Hotel (Shenzhen Nanshan Science and Technology Park Kexing Branch),22.553855,113.951654,,hotel
Vienna International Hotel (Shenzhen North Railway Station Branch),22.606627,114.027738,,hotel
Vienna International Hotel (Shenzhen North Station Branch) · Jin Yue Gong Refined Cantonese Cuisine,22.606450,114.028010,,poi
Vienna International Hotel (Shenzhen North Station Yuanfen Metro Station Branch),22.652186,114.007395,,hotel
Vienna International Hotel (Shenzhen Qianhai Happy Harbor Branch),22.559939,113.865324,,hotel
Voisin Organique,22.543395,113.920887,,poi
WESU Weisu Design Apartment (Shenzhen Futian Bagualing Branch),22.563117,114.100883,,hotel
Wa Lai Da (KKone Branch),22.528538,114.026719,,poi
Wan'ao Hotel (Shenzhen Baoneng Center Branch),22.567589,114.110159,,hotel
Wanfo Chan Temple,22.561506,114.154554,,attraction
Wangge Fishing Village (Shiyan Branch),22.680514,113.939040,,poi
Wangpin Steak (Coastal City Branch),22.517544,113.935409,,poi
Wangpin Steak (Shenzhen Shennan Branch),22.540380,114.103810,,poi
Wangpin Steak (Yitian Holiday Plaza Branch),22.537271,113.975380,,poi
Wenheyou Shenzhen (Jiefang Road Branch),22.545097,114.114710,,poi
Wild Fun Times Luzui Villa Campsite,22.543868,114.609500,,poi
Window of the World,22.540746,113.979399,,attraction
Window of the World and Folk Culture Village,22.537131,113.995003,,attraction
Wish Tower,22.601060,114.316145,,attraction
Wu Gu Fang Pigeon King (Sea View Branch),22.594761,114.307449,,poi
Wu Zhuang (Longgang COCO Park Branch),22.691034,114.228947,,poi
Wu · Modern Chaoshan Cuisine (Shenzhen Branch),22.534506,113.983317,,poi
Wutong Hotel Apartment (Bao'an Center Branch),22.550305,113.890213,,hotel
Wutong Mountain Art Town,22.596237,114.200430,,attraction
Wutuli Music Pub (Link Center City Branch),22.536527,114.059479,,poi
Wyndham Garden Shenzhen Longhua,22.723554,114.033017,,hotel
XW Hotel Xicheng Design Hotel (Shenzhen OCT Creative Park Branch),22.540510,113.994187,,hotel
Xana Deluxe Hotel (Shenzhen Guomao Metro Station Branch),22.541797,114.117054,,hotel
Xana Hotel (Shenzhen Convention and Exhibition Center Gangxia Metro Exit Branch),22.535457,114.068794,,hotel
Xi Gong Guan (Ping An Finance Centre Branch),22.532304,114.055692,,poi
Xi Hui,22.542107,114.091354,,poi
Xi Hui Cui (Jing Tian Branch),22.555180,114.036657,,poi
Xi Ji · Chao Niu Zhuang (Xili Branch),22.581118,113.950206,,poi
Xia Shuo · Seafood Music Bar,22.587136,114.509524,,poi
Xiacun Xinqiangji Roast Goose Shop,22.786644,113.886666,,poi
Xiacun Xinqiangji Roast Goose Shop,22.786644,113.886666,,restaurant
Xian Ge Shanshui Villa (Jiwei Branch),22.646464,113.859162,,poi
Xian Ji Roast Goose King · Shenzhen Local Cantonese Cuisine (Fuyong Main Branch),22.673436,113.822902,,poi
Xian Qi Ban Bu Dian Bistro (Shenzhen First Store),22.534624,114.025900,,poi
Xiang Huo Fatty Intestine (Futian Branch),22.521592,114.034287,,poi
Xiang Yue Zhe Li (Bantian Branch),22.640104,114.061826,,poi
Xianggong Chinese Restaurant · Cantonese Cuisine · Dim Sum (Shenzhen Shangri-La Branch),22.533674,114.117755,,poi
Xianglefuo Steam Seafood Restaurant (Longhua Minzhi Branch),22.600759,114.045927,,poi
Xiangmi Lake,22.553273,114.038710,,attraction
Xiangmi Lake 1979 Cultural Creative Park,22.558217,114.037620,,attraction
Xiangmi Park,22.552780,114.028539,,attraction
Xiangmi Xuan (Window of the World Branch),22.536364,113.972711,,poi
Xianhu Botanical Garden,22.583562,114.181318,,attraction
Xiao Bingsheng (Joy City Branch),22.536082,114.065130,,poi
Xiao Huo Xi,22.512390,113.939967,,poi
Xiao Liangmao Farm,22.664422,114.107430,,attraction
Xiao San Pang · Old Hunan Local Cuisine (Meilin Branch),22.576728,114.056880,,poi
Xiaomeisha Resort,22.606890,114.334468,,attraction
Xiaonanshan Park,22.491810,113.891606,,attraction
Xiaowen Hakka Authentic · Hakka Cuisine (Futian Intown Branch),22.532049,114.064923,,poi
Xibei Oat Noodle Village (Bagualing Branch),22.557359,114.099947,,poi
Xichong,22.487953,114.557066,,attraction
Xichong Coastal Tourism Resort,22.481558,114.539055,,attraction
Xie Dao (Ping An Finance Centre Branch),22.532273,114.055664,,poi
Xiecheng Seafood Hot Pot (Royal Plaza Branch),22.535189,114.064230,,poi
Xihu Chuntian (Baihui Branch),22.555338,114.107125,,poi
Xin Rong Ji (Ping An Finance Centre Branch),22.533142,114.055640,,poi
Xin Xiyuan Eatery (Jinshuo Road Branch),22.571736,113.877243,,poi
Xin Yiwei Chaoshan Rice Roll King (Meilin Branch),22.564801,114.055810,,poi
Xin Yiwei Chaoshan Rice Roll King (Meilin Branch),22.564801,114.055810,,restaurant
Xin Yue Ta Li Mu He Restaurant,22.537237,114.100210,,poi
Xing Yi Hui (KKONE Branch),22.528327,114.026382,,poi
Xintai Thai Cuisine (KK Mall Branch),22.544721,114.106624,,poi
Xintai Thai Cuisine (KK Mall Branch),22.544721,114.106624,,restaurant
Xinti Yu Ocean Sports Center (Dapeng Yacht Club),22.560125,114.565840,,attraction
Xintian,22.535858,114.062085,,poi
Xiwan Coastal Park,22.602311,113.839758,,attraction
Xixiang Night Market Street,22.587980,113.866194,,attraction
Xiyuancun Japanese Cuisine · Teppanyaki (Haorizi Crowne Plaza Hotel),22.536958,114.053562,,poi
Xun Ye Cai Sukiyaki All-You-Can-Eat (Intown Branch),22.532039,114.064558,,poi
YO!Tea (Futian CITIC Plaza Branch),22.539338,114.100041,,poi
Yan Shuo Salt Talk North American Style Western Restaurant (Sea World Branch),22.483655,113.917814,,poi
Yan Ye's Narrow Hotel,22.542239,113.920948,,hotel
Yangmeikeng,22.550779,114.578274,,attraction
Yangmeikeng Sea Excursion,22.548729,114.578701,,attraction
Yangtai Mountain Forest Park,22.657618,113.971270,,attraction
Yangya · Yongya Hexian (Joy City Branch),22.538706,114.064255,,poi
Yanhan Mountain Country Park,22.547834,113.992830,,attraction
Yanpo EMBER · Charcoal Wagyu (Kerry Centre Branch),22.535460,114.057530,,poi
Yantian Central Park,22.558647,114.246274,,attraction
Yantian Seaside Boardwalk,22.558678,114.248517,,attraction
Yasifeier Hotel (Shenzhen Bao'an International Airport Branch),22.605912,113.843877,,hotel
Yasite Hotel (Shenzhen International Convention and Exhibition Center Bao'an Airport Branch),22.683595,113.806479,,hotel
Yaste International Hotel (Shenzhen Bao'an International Airport Branch),22.613827,113.841877,,hotel
Ye · Hunan (Qiaocheng Fang Branch),22.552226,113.980223,,poi
Yi Bin Seafood Restaurant · 28-Year-Old Brand,22.541584,114.089472,,poi
Yi Lou Ban KNOCKCUP Charcoal Bistro & Bar (INTOWN Center Branch),22.535733,114.067059,,poi
Yi Min Ping An International Hotel · Western Restaurant (Caitian North Road Branch),22.543489,114.068324,,poi
Yi Shu Furong (Xunmei Branch),22.545746,113.946999,,poi
Yin Chu · Chinese Restaurant (One Avenue Branch),22.536427,114.065223,,poi
Yin Gu Omakase (Futian Fortune Branch),22.533373,114.063853,,poi
Yin Ying Restaurant,22.590942,113.843979,,poi
Yingman Sea View Resort Homestay (Dameisha Branch),22.598849,114.311274,,hotel
Yingshe Light Luxury S Hotel (Shenzhen Shekou Sea World Metro Station Branch),22.482591,113.913260,,hotel
Yinhu Mountain Country Park,22.599109,114.086607,,attraction
Yishang PLUS Hotel (Shenzhen Futian Convention and Exhibition Center Branch),22.529877,114.070628,,hotel
Yizheng · Omakase (Ping An Finance Center Branch),22.533191,114.055656,,poi
Yongshenglong Seafood Food Stall (Dapeng Branch),22.591792,114.474333,,poi
You Zhi Qi · Chinese Cuisine (Bao'an 2nd Branch),22.560422,113.903811,,poi
Youfan Hotel (Shenzhen Bao'an Center Fanshen Metro Station Branch),22.559470,113.896070,,hotel
Youran Guanxia Hotel (Shenzhen Jiaochangwei Branch),22.590392,114.512215,,hotel
Youzhang Beef Offal (Shixia Branch),22.521619,114.052233,,poi
Youzhang Beef Offal (Shixia Branch),22.521619,114.052233,,restaurant
Yu Yi Izakaya (Futian Branch),22.551924,114.030882,,poi
Yuan Niu Dao · Chaoshan Fresh Beef Hot Pot (Han Jing Branch),22.540491,113.936070,,poi
Yuan · Cultural Dynasty Hotel (Shenzhen Bao'an International Convention and Exhibition Center Branch),22.721355,113.799581,,hotel
Yuanshan Scenic Area,22.645088,114.248074,,attraction
Yubaxian Tea House (The MixC World Branch),22.541649,113.956230,,poi
Yucun · Pengcheng Restaurant,22.596187,114.513791,,poi
Yudelunji Hakka Restaurant (Longhua Branch),22.647669,114.039209,,poi
Yue Hai Hui,22.524583,113.970403,,poi
Yue Man Lou · Xiguan Dim Sum · Zhanjiang Famous Dishes (Aviation Complex Building Branch),22.564223,113.904062,,poi
Yuecai Wangfu · Seafood · Tea Market · Sea View Restaurant (Dameisha Branch),22.597680,114.314757,,poi
Yuedexian Cantonese Dim Sum Tea House (Shangying Cinema Branch),22.721348,114.232604,,poi
Yueji · Authentic Cantonese Cuisine (Royal Plaza Branch),22.533483,114.060355,,poi
Yuejing Restaurant (Futian Branch),22.536516,114.051409,,poi
Yuejing Restaurant (Luohu Branch),22.544976,114.132568,,poi
Yuelanyuan (Nanshan Branch),22.536369,113.993371,,poi
Yuhua Seafood (Fuyong Branch),22.668710,113.819268,,poi
Yulong Park,22.605519,114.040827,,attraction
Yun Jing High-Altitude Teppanyaki & Japanese Cuisine (City Center Light Show Branch),22.534209,114.062684,,poi
"Yun Lai Ju Vegetarian Restaurant (Main Store, Former Xiang Mi Hu Branch)",22.520188,114.037559,,poi
Yun Lai Ju Vegetarian Restaurant (Nanshan Branch),22.517416,113.921884,,poi
Yunhai Villa Private Beach,22.562392,114.474991,,attraction
Yunhaiyao (Shenzhen Luohu Kinggold Branch),22.539702,114.120017,,poi
Yunhaiyao (Shenzhen Nanshan Coastal City Branch),22.516837,113.934866,,poi
Yunli Dreamland,22.636385,114.075714,,attraction
Yunshang Hot Spring,22.599739,113.889690,,poi
Zhaoyin Attract (Guanlan Branch),22.733106,114.087179,,poi
Zhen Ting Chaoshan Cuisine (INTOWN Center Branch),22.535278,114.066967,,poi
Zhi Zheng Chaoshan Cuisine (Shenzhen Bay The MixC Branch),22.515849,113.946105,,poi
Zhitang Sushi (Intown Branch),22.537636,114.065923,,poi
Zhiteng · Jiang Japanese Cuisine (Zhongzhou Marriott Branch),22.517483,113.933255,,poi
Zhonghao Yueji Hotel (Shenzhen Bao'an Center Xixiang Branch),22.582756,113.874119,,hotel
Zhonghao Yueji Hotel (Shenzhen Qianhai Branch),22.574553,113.911282,,hotel
Zhonghui Youya Hotel (Shenzhen Nanshan Science and Technology Park Branch),22.531952,113.929786,,hotel
Zhongqian Diving World,22.538643,113.934129,,attraction
Zhongshan Park,22.553583,113.925318,,attraction
Zhongying Street,22.551336,114.238571,,attraction
Zhongying Street History Museum,22.547992,114.237533,,attraction
Zhou Shi Xiong Chongqing Hot Pot (Chegongmiao Branch),22.530753,114.024631,,poi
Zhou Shi Xiong Chongqing Hot Pot (KK MALL Jingji Branch),22.544263,114.106431,,poi
Zi Yuan Tea House (Central Book City Branch),22.546338,114.059097,,poi
Zijingfang Hong Kong International Style Street,22.515623,114.067433,,attraction
Zunbao Pizza (Jing Tian Branch),22.548990,114.047930,,poi
Zunbao Pizza (Shang Sha Branch),22.522252,114.028195,,poi
gaga (AVIC City Junshang Shopping Center Branch),22.542024,114.083164,,poi
gaga (Central Book City Branch),22.546297,114.060017,,poi
gaga (Coastal City Branch),22.517695,113.935285,,poi
gaga (Dong Hai Branch),22.536755,114.020226,,poi
gaga (Intown Branch),22.535861,114.066769,,poi
gaga (Intown MixC Branch),22.569341,114.060241,,poi
gaga (KKone Branch),22.527020,114.027520,,poi
gaga (Kinggold Branch),22.539128,114.120028,,poi
gaga (Ping An Flagship Store),22.532975,114.055365,,poi
gaga (Xihui City Branch),22.568660,114.139093,,poi
nicemini Internet Celebrity Check-in · Light and Shadow Art Museum,22.753128,114.065052,,attraction
the eating table (One Avenue Branch),22.537785,114.065878,,poi
